Species	Chemical Name	"Freq-GHz(rest frame,redshifted)"	"Freq Err(rest frame,redshifted)"	"Meas Freq-GHz(rest frame,redshifted)"	"Meas Freq Err(rest frame,redshifted)"	Resolved QNs	Log<sub>10</sub> (A<sub>ij</sub>)	CDMS/JPL Intensity	E_U (K)	Linelist
C2H5OH	Ethanol	249.03629790	4.7E-06			"4(4,0)-3(3,1),g-"	-5.82587	-6.29040	89.57374	CDMS
C2H5OH	Ethanol	249.14237340	3.2E-06			"15(0,15)-14(0,14),g-"	-3.85684	-3.88400	158.34864	CDMS
C2H5OH	Ethanol	249.30105960	7.3E-06			"15(4,12)-15(1,14),g+"	-6.04624	-6.09960	176.26123	CDMS
C2H5OH	Ethanol	249.32711010	1.3E-05			"30(4,27)-30(2,28),g-"	-5.29978	-5.48260	468.72673	CDMS
C2H5OH	Ethanol	249.32759650	8E-06			"16(4,13)-16(1,15),g+"	-5.97413	-6.01970	189.60653	CDMS
C2H5OH	Ethanol	249.34681380	1.3E-05			"27(9,19)-27(5,23),anti"	-7.30537	-7.46170	419.34249	CDMS
C2H5OH	Ethanol	249.35992370	9.2E-06			"17(4,14)-17(1,16),g+"	-6.02339	-6.06400	203.79063	CDMS
C2H5OH	Ethanol	249.36977800	4.2E-06			"30(5,26)-30(4,27),anti"	-3.97578	-4.09380	423.90915	CDMS
C2H5OH	Ethanol	249.40173870	1.84E-05			"31(0,31)-31(4,28),g+"	-5.85752	-5.99920	449.89718	CDMS
C2H5OH	Ethanol	249.40434870	1.6E-05			"28(3,25)-29(5,24),g+"	-6.87122	-7.00100	411.64746	CDMS
C2H5OH	Ethanol	249.44044330	7.4E-06			"10(3,7)-10(0,10),g-"	-6.20329	-6.34230	118.41907	CDMS
C2H5OH	Ethanol	249.45151600	3.3E-06			"15(1,15)-14(1,14),anti"	-6.71726	-6.65700	97.60065	CDMS
C2H5OH	Ethanol	249.50435010	5E-06			"12(2,11)-11(1,10),g-"	-5.93690	-6.01840	130.92678	CDMS
C2H5OH	Ethanol	249.51349670	5.3E-06			"7(3,4)-6(2,5),g+"	-6.07673	-6.32250	91.13873	CDMS
C2H5OH	Ethanol	249.51548120	8E-06			"19(12,7)-20(11,10),anti"	-5.05299	-5.24410	340.03706	CDMS
C2H5OH	Ethanol	249.51548120	8E-06			"19(12,8)-20(11,9),anti"	-5.05299	-5.24410	340.03706	CDMS
C2H5OH	Ethanol	249.51973920	5.5E-06			"21(4,17)-20(5,15),g-"	-4.74921	-4.80260	274.18516	CDMS
C2H5OH	Ethanol	249.56208120	7.8E-06			"13(8,5)-14(7,7),g-"	-5.22365	-5.39480	215.87535	CDMS
C2H5OH	Ethanol	249.56208520	7.8E-06			"13(8,6)-14(7,8),g-"	-5.22365	-5.39480	215.87535	CDMS
C2H5OH	Ethanol	249.58553560	1.5E-05			"23(10,13)-22(8,14),anti"	-6.57256	-6.70770	357.26730	CDMS
C2H5OH	Ethanol	249.58559850	1.5E-05			"23(10,14)-22(8,15),anti"	-6.57256	-6.70770	357.26730	CDMS
C2H5OH	Ethanol	249.60487410	6.5E-06			"32(3,29)-32(2,30),anti"	-4.07441	-4.22240	463.39109	CDMS
C2H5OH	Ethanol	249.65325040	9.4E-06			"19(10,9)-20(9,11),g-"	-5.11207	-5.30660	342.23796	CDMS
C2H5OH	Ethanol	249.65325060	9.4E-06			"19(10,10)-20(9,12),g-"	-5.11207	-5.30660	342.23796	CDMS
C2H5OH	Ethanol	249.68259830	5.8E-06			"14(6,8)-15(4,11),g-"	-7.08042	-7.18780	193.12126	CDMS
C2H5OH	Ethanol	249.69948860	8.7E-06			"30(5,26)-29(6,23),g+"	-6.73974	-6.93270	475.29151	CDMS
C2H5OH	Ethanol	249.72412760	6.8E-06			"11(3,8)-11(1,11),g+"	-6.45036	-6.55680	122.88257	CDMS
C2H5OH	Ethanol	249.90918040	4.8E-06			"8(2,6)-7(0,7),g+"	-5.89150	-6.08470	91.91064	CDMS
C2H5OH	Ethanol	249.91459560	8.2E-06			"16(9,7)-17(8,9),g-"	-5.15600	-5.32490	274.10513	CDMS
C2H5OH	Ethanol	249.91459650	8.2E-06			"16(9,8)-17(8,10),g-"	-5.15600	-5.32490	274.10513	CDMS
C2H5OH	Ethanol	249.94031310	1.55E-05			"14(1,13)-13(1,12),g+"	-5.76190	-5.80310	147.10095	CDMS
C2H5OH	Ethanol	249.99603550	6.9E-06			"14(4,11)-14(1,13),g+"	-6.15710	-6.22250	163.75470	CDMS
C2H5OH	Ethanol	250.02683610	3.3E-06			"15(0,15)-14(0,14),anti"	-6.71458	-6.65520	97.52683	CDMS
C2H5OH	Ethanol	250.12472050	6.8E-06			"16(11,5)-17(10,8),anti"	-5.13755	-5.29490	265.88463	CDMS
C2H5OH	Ethanol	250.12472050	6.8E-06			"16(11,6)-17(10,7),anti"	-5.13755	-5.29490	265.88463	CDMS
C2H5OH	Ethanol	250.15076970	7.1E-06			"25(4,21)-24(5,20),anti"	-4.52824	-4.54060	296.29305	CDMS
C2H5OH	Ethanol	250.26086020	8.9E-06			"13(2,12)-12(0,12),g+"	-6.34382	-6.40190	136.94685	CDMS
C2H5OH	Ethanol	250.36186890	5.7E-06			"18(2,16)-17(3,15),anti"	-4.30232	-4.24560	152.05205	CDMS
C2H5OH	Ethanol	250.39212100	2.2E-06			"15(1,15)-14(0,14),g+"	-5.90479	-5.92750	153.80393	CDMS
C2H5OH	Ethanol	250.44317470	6.9E-06			"9(3,6)-9(0,9),anti"	-5.72606	-5.81000	49.17453	CDMS
C2H5OH	Ethanol	250.49154050	5.3E-06			"12(2,11)-11(1,10),anti"	-4.10348	-4.09870	70.16774	CDMS
C2H5OH	Ethanol	250.49860690	1.07E-05			"18(2,17)-17(3,15),g-"	-4.83976	-4.86310	207.19233	CDMS
C2H5OH	Ethanol	250.50077090	5.8E-06			"14(6,9)-15(4,12),g-"	-7.07383	-7.18260	193.12124	CDMS
C2H5OH	Ethanol	250.65560150	4E-06			"7(3,4)-6(2,5),g-"	-6.09768	-6.35230	95.91003	CDMS
C2H5OH	Ethanol	250.71167520	8E-06			"13(10,3)-14(9,6),anti"	-5.28079	-5.43350	201.78653	CDMS
C2H5OH	Ethanol	250.71167520	8E-06			"13(10,4)-14(9,5),anti"	-5.28079	-5.43350	201.78653	CDMS
C2H5OH	Ethanol	250.71805810	7.2E-06			"12(2,11)-11(1,10),g+"	-6.25289	-6.32970	126.25991	CDMS
C2H5OH	Ethanol	250.72010060	1.18E-05			"31(4,28)-31(2,29),g-"	-5.25172	-5.45980	494.21363	CDMS
C2H5OH	Ethanol	250.79652090	4.6E-06			"10(4,6)-9(3,6),g+"	-4.28635	-4.43300	122.10946	CDMS
C2H5OH	Ethanol	250.87068220	9.4E-06			"29(5,24)-28(6,23),g+"	-7.08599	-7.26030	451.03051	CDMS
C2H5OH	Ethanol	250.88883320	8.4E-06			"30(6,24)-30(5,25),g+"	-5.98161	-6.19560	488.42270	CDMS
C2H5OH	Ethanol	250.91294800	2.66E-05			"15(12,3)-16(13,3),g-"	-6.68367	-6.97390	337.98853	CDMS
C2H5OH	Ethanol	250.91294800	2.66E-05			"15(12,4)-16(13,4),g-"	-6.68367	-6.97390	337.98853	CDMS
C2H5OH	Ethanol	251.02341360	5.9E-06			"27(3,25)-27(2,26),anti"	-4.18043	-4.20710	327.80565	CDMS
C2H5OH	Ethanol	251.08074180	5.9E-06			"8(2,6)-7(0,7),g-"	-6.68750	-6.88950	96.61716	CDMS
C2H5OH	Ethanol	251.08754100	5.3E-06			"30(6,24)-30(5,25),anti"	-3.93643	-4.07700	437.46985	CDMS
C2H5OH	Ethanol	251.10769620	3.39E-05			"14(6,9)-15(8,7),g-"	-7.18940	-7.29920	193.12116	CDMS
C2H5OH	Ethanol	251.10794300	3.39E-05			"14(6,8)-15(8,8),g-"	-7.18290	-7.29270	193.12118	CDMS
C2H5OH	Ethanol	251.17771530	8.1E-06			"19(0,19)-18(1,17),g-"	-5.06817	-5.07940	213.82880	CDMS
C2H5OH	Ethanol	251.18835230	9.2E-06			"19(5,14)-20(1,19),g-"	-7.33826	-7.40250	250.42974	CDMS
C2H5OH	Ethanol	251.21609110	6.2E-06			"15(1,15)-14(0,14),g-"	-5.83287	-5.86370	158.44816	CDMS
C2H5OH	Ethanol	251.23867950	9.4E-06			"10(9,1)-11(8,4),anti"	-5.58438	-5.76890	147.74612	CDMS
C2H5OH	Ethanol	251.23867950	9.4E-06			"10(9,2)-11(8,3),anti"	-5.58438	-5.76890	147.74612	CDMS
C2H5OH	Ethanol	251.30174860	5.4E-06			"7(3,5)-6(2,4),anti"	-4.10002	-4.26730	34.82643	CDMS
C2H5OH	Ethanol	251.30394140	9.7E-06			"20(5,15)-21(2,20),anti"	-6.81334	-6.79500	208.25280	CDMS
C2H5OH	Ethanol	251.34712250	8.7E-06			"26(1,25)-26(1,26),g+"	-7.27701	-7.34970	348.09944	CDMS
C2H5OH	Ethanol	251.38597550	4.6E-06			"10(4,7)-9(3,7),g+"	-4.28415	-4.43180	122.10768	CDMS
C2H5OH	Ethanol	251.39327660	8.7E-06			"26(1,25)-26(0,26),g+"	-6.51024	-6.58300	348.09949	CDMS
C2H5OH	Ethanol	251.41308450	1.32E-05			"26(7,20)-26(9,17),g+"	-6.36160	-6.52210	408.68529	CDMS
C2H5OH	Ethanol	251.43923680	1.32E-05			"26(7,19)-26(9,18),g+"	-6.35775	-6.51830	408.68654	CDMS
C2H5OH	Ethanol	251.44788740	6.7E-06			"11(3,8)-11(1,11),g-"	-5.67168	-5.78790	127.61401	CDMS
C2H5OH	Ethanol	251.46564000	1.98E-05			"29(7,23)-29(1,28),anti"	-7.43231	-7.57390	427.73303	CDMS
C2H5OH	Ethanol	251.50965890	6.9E-06			"13(4,10)-13(1,12),g+"	-6.28879	-6.37090	152.08670	CDMS
C2H5OH	Ethanol	251.52778450	9.4E-06			"26(1,25)-26(1,26),g-"	-5.50382	-5.58360	352.79222	CDMS
C2H5OH	Ethanol	251.53678820	9E-06			"19(3,17)-19(0,19),g+"	-5.86748	-5.89680	225.90076	CDMS
C2H5OH	Ethanol	251.55199090	8.6E-06			"21(1,21)-20(2,19),g-"	-5.09644	-5.11280	246.22190	CDMS
C2H5OH	Ethanol	251.56647380	3.4E-06			"15(1,15)-14(0,14),anti"	-3.80106	-3.74440	97.60072	CDMS
C2H5OH	Ethanol	251.57707260	9.4E-06			"26(1,25)-26(0,26),g-"	-6.70083	-6.78070	352.79214	CDMS
C2H5OH	Ethanol	251.72809980	8E-06			"19(1,19)-18(1,17),g-"	-7.40690	-7.41910	213.85522	CDMS
C2H5OH	Ethanol	251.97174510	1.55E-05			"26(4,22)-27(6,22),g-"	-7.43521	-7.54900	375.76317	CDMS
C2H5OH	Ethanol	252.03003910	2.15E-05			"24(1,24)-25(3,23),g+"	-7.36762	-7.40000	295.91621	CDMS
C2H5OH	Ethanol	252.30342760	3.4E-06			"14(2,12)-13(2,11),anti"	-6.71877	-6.68870	95.10023	CDMS
C2H5OH	Ethanol	252.48422590	8.1E-06			"17(4,14)-17(2,15),g-"	-4.78381	-4.83670	208.61433	CDMS
C2H5OH	Ethanol	252.51443200	1.36E-05			"24(8,17)-24(10,15),g-"	-6.41924	-6.58800	389.56531	CDMS
C2H5OH	Ethanol	252.51466520	1.36E-05			"24(8,16)-24(10,14),g-"	-6.41924	-6.58800	389.56532	CDMS
C2H5OH	Ethanol	252.60913570	1.02E-05			"26(3,23)-26(2,25),g+"	-5.50232	-5.60160	364.99524	CDMS
C2H5OH	Ethanol	252.79689720	1.1E-05			"26(5,21)-27(2,26),anti"	-6.84642	-6.89230	327.89076	CDMS
C2H5OH	Ethanol	252.79936010	3.6E-06			"16(1,15)-15(2,14),g+"	-5.76197	-5.78920	172.86870	CDMS
C2H5OH	Ethanol	252.81775910	1.84E-05			"28(2,26)-29(4,25),g+"	-6.82627	-6.95010	403.53955	CDMS
C2H5OH	Ethanol	252.82916200	1.25E-05			"28(9,20)-28(5,24),anti"	-7.21816	-7.39900	442.91119	CDMS
C2H5OH	Ethanol	252.87659460	7.4E-06			"22(5,17)-22(3,19),g+"	-7.07079	-7.14480	298.14523	CDMS
C2H5OH	Ethanol	252.89607570	8.8E-06			"26(2,25)-26(1,26),g+"	-6.49359	-6.56900	348.17377	CDMS
C2H5OH	Ethanol	252.94222980	8.8E-06			"26(2,25)-26(0,26),g+"	-7.25172	-7.32720	348.17383	CDMS
C2H5OH	Ethanol	252.95121660	5.7E-06			"4(4,1)-3(3,0),anti"	-3.80719	-4.18990	28.47005	CDMS
C2H5OH	Ethanol	252.95215620	5.7E-06			"4(4,0)-3(3,1),anti"	-3.80718	-4.18990	28.46995	CDMS
C2H5OH	Ethanol	253.05778590	1.1E-05			"28(10,19)-27(8,19),anti"	-6.76829	-6.98380	466.59394	CDMS
C2H5OH	Ethanol	253.05933290	1.1E-05			"28(10,18)-27(8,20),anti"	-6.76829	-6.98380	466.59401	CDMS
C2H5OH	Ethanol	253.18808850	9.1E-06			"26(2,25)-26(1,26),g-"	-6.70220	-6.78490	352.87190	CDMS
C2H5OH	Ethanol	253.19638980	1.13E-05			"27(3,24)-26(4,22),g+"	-4.54114	-4.65850	387.91480	CDMS
C2H5OH	Ethanol	253.23737660	9.2E-06			"26(2,25)-26(0,26),g-"	-5.49772	-5.58050	352.87182	CDMS
C2H5OH	Ethanol	253.32742330	6.5E-06			"28(2,26)-28(1,27),anti"	-4.18113	-4.22910	350.54862	CDMS
C2H5OH	Ethanol	253.48351530	6.9E-06			"29(3,27)-29(2,28),g-"	-6.47480	-6.62680	432.57268	CDMS
C2H5OH	Ethanol	253.67598270	1.62E-05			"29(3,27)-29(2,28),g+"	-6.19349	-6.33900	427.86860	CDMS
C2H5OH	Ethanol	253.69786250	1.14E-05			"15(2,13)-14(3,11),g-"	-4.27731	-4.32600	167.90010	CDMS
C2H5OH	Ethanol	253.74132270	7E-06			"12(4,9)-12(1,11),g+"	-6.43748	-6.54110	141.25673	CDMS
C2H5OH	Ethanol	254.02409030	6E-06			"30(6,24)-30(5,25),g-"	-5.98146	-6.20780	493.30275	CDMS
C2H5OH	Ethanol	254.03803170	7.3E-06			"19(4,16)-19(3,16),g-"	-4.49321	-4.54640	239.48252	CDMS
C2H5OH	Ethanol	254.14535130	7.5E-06			"29(3,27)-29(1,28),g-"	-5.27409	-5.42720	432.57279	CDMS
C2H5OH	Ethanol	254.24590990	1.11E-05			"29(7,23)-30(8,23),g-"	-6.62659	-6.85390	483.71726	CDMS
C2H5OH	Ethanol	254.26943960	1E-05			"26(3,23)-26(1,25),g+"	-6.79674	-6.89880	364.99522	CDMS
C2H5OH	Ethanol	254.29091200	1.65E-05			"29(3,27)-29(1,28),g+"	-7.17776	-7.32430	427.86862	CDMS
C2H5OH	Ethanol	254.31513520	7.3E-06			"31(5,27)-31(4,28),anti"	-3.96038	-4.11070	450.13298	CDMS
C2H5OH	Ethanol	254.33553840	2.39E-05			"20(4,16)-21(6,15),g+"	-6.94638	-6.99610	251.74648	CDMS
C2H5OH	Ethanol	254.34804210	1.12E-05			"29(7,22)-30(8,22),g-"	-6.62491	-6.85240	483.72245	CDMS
C2H5OH	Ethanol	254.38408540	5.3E-06			"7(3,4)-6(2,5),anti"	-4.09112	-4.26360	34.83566	CDMS
C2H5OH	Ethanol	254.45657560	1.2E-05			"26(3,23)-27(0,27),g-"	-7.38955	-7.49840	369.47019	CDMS
C2H5OH	Ethanol	254.75164630	6.9E-06			"16(1,15)-15(2,14),g-"	-5.78679	-5.82420	177.64061	CDMS
C2H5OH	Ethanol	254.82197330	1.21E-05			"21(4,17)-22(1,22),anti"	-7.26159	-7.23900	215.52637	CDMS
C2H5OH	Ethanol	254.84439300	1.46E-05			"23(11,13)-22(9,13),anti"	-6.64987	-6.83190	383.52704	CDMS
C2H5OH	Ethanol	254.84439400	1.46E-05			"23(11,12)-22(9,14),anti"	-6.64987	-6.83190	383.52704	CDMS
C2H5OH	Ethanol	254.85431630	1.13E-05			"30(6,24)-31(3,29),anti"	-6.62570	-6.77260	437.46977	CDMS
C2H5OH	Ethanol	254.99397300	5.4E-06			"30(4,27)-30(3,28),anti"	-4.03322	-4.14340	411.94118	CDMS
C2H5OH	Ethanol	255.10992500	1.18E-05			"31(6,25)-32(3,30),anti"	-6.64117	-6.81260	463.79902	CDMS
C2H5OH	Ethanol	255.24320090	8.3E-06			"20(0,20)-19(1,18),g-"	-5.06188	-5.08110	229.63144	CDMS
C2H5OH	Ethanol	255.33097420	5.2E-06			"15(3,12)-15(2,14),g-"	-4.52901	-4.58780	172.99020	CDMS
C2H5OH	Ethanol	255.52653860	8.7E-06			"30(4,27)-29(5,24),anti"	-4.70813	-4.81920	411.94128	CDMS
C2H5OH	Ethanol	255.79257600	1.39E-05			"25(7,19)-25(9,16),g+"	-6.41921	-6.57240	387.01729	CDMS
C2H5OH	Ethanol	255.80774310	1.39E-05			"25(7,18)-25(9,17),g+"	-6.41729	-6.57050	387.01787	CDMS
C2H5OH	Ethanol	255.81487250	7.9E-06			"29(6,23)-29(5,24),g+"	-5.93781	-6.13820	463.30770	CDMS
C2H5OH	Ethanol	255.91222250	5.9E-06			"18(3,15)-17(4,13),g-"	-4.64785	-4.69330	216.18442	CDMS
C2H5OH	Ethanol	256.09132370	8.6E-06			"30(2,28)-30(2,29),g-"	-5.26491	-5.44180	456.76082	CDMS
C2H5OH	Ethanol	256.12079310	6.7E-06			"7(3,4)-6(0,6),g+"	-6.84751	-7.10440	91.13872	CDMS
C2H5OH	Ethanol	256.20634040	2.1E-06			"15(2,14)-14(2,13),g+"	-3.81379	-3.85630	160.73606	CDMS
C2H5OH	Ethanol	256.30733060	2E-06			"15(2,14)-14(2,13),g-"	-3.84715	-3.89660	165.41437	CDMS
C2H5OH	Ethanol	256.41134420	6.6E-06			"21(13,8)-22(12,11),g-"	-6.76029	-7.09530	460.71414	CDMS
C2H5OH	Ethanol	256.41134420	6.6E-06			"21(13,9)-22(12,10),g-"	-6.76029	-7.09530	460.71414	CDMS
C2H5OH	Ethanol	256.42898280	5.9E-06			"5(2,3)-4(1,3),g-"	-4.27142	-4.64590	78.96858	CDMS
C2H5OH	Ethanol	256.49627770	1.21E-05			"29(9,21)-29(5,25),anti"	-7.13967	-7.34700	467.32541	CDMS
C2H5OH	Ethanol	256.52935950	7.2E-06			"11(4,8)-11(1,10),g+"	-6.60299	-6.73300	131.26392	CDMS
C2H5OH	Ethanol	256.53032040	5.8E-06			"22(3,19)-21(4,18),g-"	-6.07885	-6.14140	286.00903	CDMS
C2H5OH	Ethanol	256.57367360	7.8E-06			"11(3,8)-11(0,11),g-"	-6.18640	-6.31120	127.61412	CDMS
C2H5OH	Ethanol	256.57442200	8E-06			"30(2,28)-30(1,29),g-"	-6.48571	-6.66340	456.76084	CDMS
C2H5OH	Ethanol	256.60855850	1.09E-05			"29(6,23)-30(3,28),anti"	-6.61095	-6.73840	412.01867	CDMS
C2H5OH	Ethanol	256.63997870	8.1E-06			"30(2,28)-30(2,29),g+"	-7.32869	-7.49970	452.06880	CDMS
C2H5OH	Ethanol	256.74195990	1.09E-05			"29(5,25)-29(4,25),g-"	-4.40678	-4.59670	455.01543	CDMS
C2H5OH	Ethanol	256.89098290	6.4E-06			"29(5,24)-28(6,23),anti"	-4.51684	-4.62690	399.67780	CDMS
C2H5OH	Ethanol	256.98841600	7.9E-06			"25(8,17)-26(6,20),g-"	-6.86924	-7.05820	410.35770	CDMS
C2H5OH	Ethanol	257.06089590	3.8E-06			"16(1,15)-15(2,14),anti"	-4.00249	-3.95640	117.31062	CDMS
C2H5OH	Ethanol	257.08336320	8.5E-06			"30(2,28)-30(1,29),g+"	-6.17336	-6.34510	452.06893	CDMS
C2H5OH	Ethanol	257.13215330	1.47E-05			"23(8,16)-23(10,14),g-"	-6.44162	-6.60730	369.60781	CDMS
C2H5OH	Ethanol	257.13227060	1.47E-05			"23(8,15)-23(10,13),g-"	-6.44162	-6.60730	369.60781	CDMS
C2H5OH	Ethanol	257.14112400	5E-06			"29(6,23)-29(5,24),anti"	-3.91366	-4.04200	412.01876	CDMS
C2H5OH	Ethanol	257.15894160	1.57E-05			"31(5,26)-30(1,29),anti"	-7.15204	-7.30990	452.07255	CDMS
C2H5OH	Ethanol	257.16821530	9.7E-06			"19(5,14)-20(2,19),anti"	-6.81888	-6.80760	191.35082	CDMS
C2H5OH	Ethanol	257.24887800	5.7E-06			"22(4,19)-21(5,17),g-"	-4.70581	-4.77830	292.05635	CDMS
C2H5OH	Ethanol	257.31442760	7E-06			"10(3,7)-10(0,10),anti"	-5.59978	-5.66400	57.62841	CDMS
C2H5OH	Ethanol	257.46325690	7.9E-06			"25(8,18)-26(6,21),g-"	-6.86805	-7.05780	410.35761	CDMS
C2H5OH	Ethanol	257.52509800	1.23E-05			"32(6,26)-33(3,31),anti"	-6.65764	-6.85890	491.01232	CDMS
C2H5OH	Ethanol	257.60141710	1.69E-05			"24(4,21)-25(6,19),g-"	-7.31535	-7.40820	331.26667	CDMS
C2H5OH	Ethanol	257.66835840	9.1E-06			"29(4,26)-28(5,23),g+"	-6.47543	-6.64360	438.93355	CDMS
C2H5OH	Ethanol	257.76251960	9E-06			"22(1,22)-21(2,20),g-"	-5.08130	-5.11340	263.57001	CDMS
C2H5OH	Ethanol	257.76969870	9.7E-06			"27(6,21)-28(2,26),g-"	-7.26876	-7.44100	420.56784	CDMS
C2H5OH	Ethanol	257.82719390	6.4E-06			"18(12,6)-19(11,9),g-"	-6.87196	-7.15820	380.32890	CDMS
C2H5OH	Ethanol	257.82719390	6.4E-06			"18(12,7)-19(11,8),g-"	-6.87196	-7.15820	380.32890	CDMS
C2H5OH	Ethanol	257.83598750	9.5E-06			"29(4,26)-28(5,23),g-"	-6.99802	-7.17340	443.72081	CDMS
C2H5OH	Ethanol	257.84771610	3.53E-05			"14(5,10)-15(7,9),g+"	-7.08995	-7.18430	174.66402	CDMS
C2H5OH	Ethanol	257.86422310	3.53E-05			"14(5,9)-15(7,8),g+"	-7.08962	-7.18400	174.66481	CDMS
C2H5OH	Ethanol	258.09920750	8.2E-06			"19(2,18)-18(3,16),g-"	-4.84873	-4.88410	222.51343	CDMS
C2H5OH	Ethanol	258.27339070	2.42E-05			"19(5,15)-20(7,13),g-"	-7.19995	-7.27600	250.41482	CDMS
C2H5OH	Ethanol	258.44927360	8.2E-06			"16(4,13)-16(3,13),g-"	-4.67325	-4.74110	194.43749	CDMS
C2H5OH	Ethanol	258.48466410	9.3E-06			"25(1,24)-25(0,25),anti"	-4.40945	-4.40160	272.69996	CDMS
C2H5OH	Ethanol	258.50124360	1.38E-05			"31(4,27)-31(3,29),g+"	-5.18237	-5.40440	494.86979	CDMS
C2H5OH	Ethanol	258.56445580	1.4E-05			"30(4,26)-29(5,24),g+"	-4.65987	-4.85740	468.19499	CDMS
C2H5OH	Ethanol	258.58158430	3.2E-06			"15(2,14)-14(2,13),anti"	-6.67799	-6.64370	104.97349	CDMS
C2H5OH	Ethanol	258.58761120	2.42E-05			"19(5,14)-20(7,14),g-"	-7.19481	-7.27140	250.42975	CDMS
C2H5OH	Ethanol	258.59995450	1.02E-05			"26(7,20)-27(4,24),g+"	-7.13671	-7.30920	408.68533	CDMS
C2H5OH	Ethanol	258.75856390	5.3E-06			"29(6,23)-29(5,24),g-"	-5.97866	-6.19100	468.20431	CDMS
C2H5OH	Ethanol	258.91243920	2.29E-05			"18(11,7)-17(9,8),anti"	-6.59417	-6.75910	295.29145	CDMS
C2H5OH	Ethanol	258.91243920	2.29E-05			"18(11,8)-17(9,9),anti"	-6.59417	-6.75910	295.29145	CDMS
C2H5OH	Ethanol	258.94149870	1.74E-05			"31(0,31)-30(6,24),g+"	-6.56205	-6.71970	449.89705	CDMS
C2H5OH	Ethanol	259.18200180	6.7E-06			"19(3,16)-18(3,16),g+"	-6.24724	-6.29130	227.29051	CDMS
C2H5OH	Ethanol	259.20908950	6.3E-06			"15(11,4)-16(10,7),g-"	-7.04229	-7.30560	309.83685	CDMS
C2H5OH	Ethanol	259.20908950	6.3E-06			"15(11,5)-16(10,6),g-"	-7.04229	-7.30560	309.83685	CDMS
C2H5OH	Ethanol	259.32263900	1.04E-05			"14(3,11)-13(2,11),g+"	-4.13954	-4.20890	155.72455	CDMS
C2H5OH	Ethanol	259.47268290	4.6E-06			"15(12,3)-14(12,2),g-"	-4.25820	-4.56270	337.98857	CDMS
C2H5OH	Ethanol	259.47268290	4.6E-06			"15(12,4)-14(12,3),g-"	-4.25820	-4.56270	337.98857	CDMS
C2H5OH	Ethanol	259.47766020	5.8E-06			"15(13,2)-14(13,1),g-"	-4.41914	-4.76790	368.56215	CDMS
C2H5OH	Ethanol	259.47766020	5.8E-06			"15(13,3)-14(13,2),g-"	-4.41914	-4.76790	368.56215	CDMS
C2H5OH	Ethanol	259.47931530	3.8E-06			"15(11,4)-14(11,3),g-"	-4.14945	-4.41320	309.83687	CDMS
C2H5OH	Ethanol	259.47931530	3.8E-06			"15(11,5)-14(11,4),g-"	-4.14945	-4.41320	309.83687	CDMS
C2H5OH	Ethanol	259.48378700	8.5E-06			"21(0,21)-20(1,19),g-"	-5.05646	-5.08600	246.20849	CDMS
C2H5OH	Ethanol	259.49319330	7.6E-06			"15(14,1)-14(14,0),g-"	-4.70605	-5.10260	401.55383	CDMS
C2H5OH	Ethanol	259.49319330	7.6E-06			"15(14,2)-14(14,1),g-"	-4.70605	-5.10260	401.55383	CDMS
C2H5OH	Ethanol	259.50105210	3.2E-06			"15(10,5)-14(10,4),g-"	-4.06915	-4.29570	284.11170	CDMS
C2H5OH	Ethanol	259.50105210	3.2E-06			"15(10,6)-14(10,5),g-"	-4.06915	-4.29570	284.11170	CDMS
C2H5OH	Ethanol	259.53913120	2.7E-06			"15(9,6)-14(9,5),g-"	-4.00771	-4.20060	260.81785	CDMS
C2H5OH	Ethanol	259.53913120	2.7E-06			"15(9,7)-14(9,6),g-"	-4.00771	-4.20060	260.81785	CDMS
C2H5OH	Ethanol	259.60105940	2.4E-06			"15(8,8)-14(8,7),g-"	-3.95920	-4.12200	239.96144	CDMS
C2H5OH	Ethanol	259.60105950	2.4E-06			"15(8,7)-14(8,6),g-"	-3.95920	-4.12200	239.96144	CDMS
C2H5OH	Ethanol	259.69789660	2.1E-06			"15(7,9)-14(7,8),g-"	-3.92050	-4.05680	221.54977	CDMS
C2H5OH	Ethanol	259.69790290	2.1E-06			"15(7,8)-14(7,7),g-"	-3.92050	-4.05680	221.54977	CDMS
C2H5OH	Ethanol	259.69799710	7.4E-06			"10(4,7)-10(1,9),g+"	-6.78711	-6.94860	122.10762	CDMS
C2H5OH	Ethanol	259.74413340	7.7E-06			"13(1,12)-12(2,10),g-"	-4.50776	-4.58610	140.01611	CDMS
C2H5OH	Ethanol	259.74879330	7.1E-06			"18(4,15)-18(3,15),g-"	-4.45814	-4.52070	223.62953	CDMS
C2H5OH	Ethanol	259.75156060	3.5E-06			"15(11,4)-14(11,3),g+"	-4.12330	-4.37950	304.31191	CDMS
C2H5OH	Ethanol	259.75156060	3.5E-06			"15(11,5)-14(11,4),g+"	-4.12330	-4.37950	304.31191	CDMS
C2H5OH	Ethanol	259.75444300	4.3E-06			"15(12,3)-14(12,2),g+"	-4.23040	-4.52730	332.42535	CDMS
C2H5OH	Ethanol	259.75444300	4.3E-06			"15(12,4)-14(12,3),g+"	-4.23040	-4.52730	332.42535	CDMS
C2H5OH	Ethanol	259.75653500	3E-06			"15(10,5)-14(10,4),g+"	-4.04444	-4.26350	278.64736	CDMS
C2H5OH	Ethanol	259.75653500	3E-06			"15(10,6)-14(10,5),g+"	-4.04444	-4.26350	278.64736	CDMS
